name,price,Brand,Collection,Series,Model No,Features,Movement,Calibre,Case Size,Case Thickness,Case Shape,Case Material,Case Back,Glass Material,Luminosity,Dial Colour,Hands,Indexes,Strap Material,Strap Colour,Clasp Type,Buckle/Clasp Material,EAN,Gender,Water Resistance (M),Warranty Period,Country of Origin,Reference,Display,Power Reserve,Jewels,Frequency,Precious Stone,Interchangeable Strap,Bezel,Lug Width,Limited Edition,Diameter,Date,Chronograph,Base,Frequency (bph),Power Reserve (hours),jewels,Dial Type
Cat’s Eye Plum Blossom,3370000,Girard-Perregaux,Cat's Eye,Small Seconds,80484D52A401-CK4E,Small Seconds,Automatic,GP03300-0149,30.4,9.21,Oval,Rose Gold,See-through Case Back,Sapphire Crystal,,Blue,Leaf,,Leather,Blue,Folding Buckle,Rose Gold,7630033517508.0,Women,30,2 Years + 3 Years warranty extension by scanning the QR code on the warranty card,Switzerland,GP03300-0149,Analog,approx. 46 hours,28.0,28800 bph,On Bezel,0,,,0,,,,,28800.0,0.46,,
Laureato 34 mm,3780000,Girard-Perregaux,Laureato,Classic Laureato,80189D52A232-52A,Date,Quartz,,34.0,7.75,Octagon,Rose Gold,,Sapphire Crystal,"On Hands, Hour Markers",Grey,Pencil,Baton,Rose Gold,Rose Gold,Triple Folding Buckle,Rose Gold,,Women,30,2 Years + 3 Years warranty extension by scanning the QR code on the warranty card,Switzerland,,,,,,On Bezel,0,,,0,,,,,,,,
Premier Kinetic Perpetual,69000,Seiko,Premier,Kinetic,SNP126P1,"Perpetual Calendar, Power Saving",Quartz,,41.5,,Round,Steel,,Sapphire Crystal,,Blue,,,Leather,Blue,,,4954628191960.0,Men,100,2 Years,Japan,,,,,,,0,,,0,,,,,,,,
The Longines Master Collection,308000,Longines,The Longines Master Collection,,L2.759.4.78.3,"Chronograph, Small Seconds",Automatic,L688,42.0,,Round,Steel,See-through Case Back,Sapphire Crystal,,Silver,Feuille,Arabic Numerals,Leather,Brown,,,7612356176372.0,Men,30,5 Years,Switzerland,L688,Analog,approx. 54 hours,,28800 bph,,0,,,0,30.0,Date,"Chronograph, Column wheel",,28800.0,0.54,,
Centrix,99700,Rado,Centrix,,R30555103,Date,Quartz,,28.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,,,Steel & Rose Gold PVD,Silver & Rose Gold,,,7612819044514.0,Women,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
New Original Chronograph,167800,Rado,DiaStar Original,,R12949153,"Chronograph, Date",Quartz,,38.5,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Black,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819042251.0,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
The Longines Master,342000,Longines,The Longines Master,,L2.673.4.78.6,"Annual Calendar, Chronograph, Date Pointer, Moon Phase",Automatic,L678,40.0,,Round,Steel,See-through Case Back,Sapphire Crystal,,Silver,Feuille,Arabic Numerals,Steel,Silver,,,7612356120603.0,Men,30,5 Years,Switzerland,L678,Analog,approx. 42 hours,,28800 bph,,0,,,0,30.0,"Date, Day, Month",Chronograph,ETA 7751,28800.0,0.42,,
The Original,61000,Rado,DiaStar Original,,R12391153-114.0391.3.015,Day-Date,Quartz,,35.0,,Oval,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,,,7612819000299.0,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
The Original,81400,Rado,DiaStar Original,,R12393633-114.0393.3.063,Day-Date,Quartz,,35.1,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819000343.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
The Original Automatic,127200,Rado,DiaStar Original,,R12413313-648.0413.3.031,Day-Date,Automatic,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819023274.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
The Original Automatic,111900,Rado,DiaStar Original,,R12413493-648.0413.3.049,Day-Date,Automatic,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819023342.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
New Original Automatic,135300,Rado,DiaStar Original,,R12637163-658.0637.3.016,Date,Automatic,,38.5,,Round,Steel,,Sapphire Crystal,,Blue,,,Steel,Silver,,,7612819033969.0,Men,100,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
New Original Chronograph,147500,Rado,DiaStar Original,,R12638163-541.0638.3.016,"Chronograph, Date, Small Seconds",Quartz,,38.5,,Oval,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,,,7612819030609.0,Men,100,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
New Original Chronograph,147500,Rado,DiaStar Original,,R12638173-541.0638.3.017,"Chronograph, Date, Small Seconds",Quartz,,38.5,,Oval,Steel,,Sapphire Crystal,,Blue,,,Steel,Silver,,,7612819033976.0,Men,100,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
The Original Automatic,127200,Rado,DiaStar Original,,R12413033-648.0413.3.003,Day-Date,Automatic,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819023106.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
The Original Automatic,127200,Rado,DiaStar Original,,R12413243-648.0413.3.024,Day-Date,Automatic,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819023250.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
The Original Automatic,127200,Rado,DiaStar Original,,R12413584-648.0413.3.158,Day-Date,Automatic,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Yellow Gold PVD,Black & Yellow Gold,,,7612819023458.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
The Longines Master Collection,342000,Longines,The Longines Master Collection,,L2.673.4.78.3,"Annual Calendar, Chronograph, Moon Phase",Automatic,L678,40.0,,Round,Steel,See-through Case Back,Sapphire Crystal,,Silver,Feuille,Arabic Numerals,Leather,Brown,,,7612356120573.0,Men,30,5 Years,Switzerland,L678,Analog,approx. 42 hours,,28800 bph,,0,,,0,30.0,"Date, Day, Month",Chronograph,ETA 7751,28800.0,0.42,,
Centrix Diamonds,155100,Rado,Centrix,,R30935712,Date,Quartz,,28.0,,Round,Steel,,Sapphire Crystal,,Black,,,Steel & Ceramic,Silver & Black,,,7612819042466.0,Women,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Tissot Couturier,39500,Tissot,T-Classic,Tissot Couturier,T035.410.11.051.00,Date,Quartz,,39.0,,Round,Steel,,Sapphire Crystal,,Black,,,Steel,Grey,,,7611608241684.0,Men,100,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Couturier,39500,Tissot,T-Classic,Tissot Couturier,T035.410.11.031.00,Date,Quartz,,39.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Steel,Grey,,,7611608241691.0,Men,100,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Couturier Chronograph,55000,Tissot,T-Classic,Tissot Couturier,T035.617.11.051.00,"Chronograph, Date, Tachymeter",Quartz,,41.0,,Round,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,,,7611608241776.0,Men,100,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Couturier Chronograph,50500,Tissot,T-Classic,Tissot Couturier,T035.617.16.031.00,"Chronograph, Date, Tachymeter",Quartz,G10.211,41.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Leather,Brown,,,7611608241783.0,Men,100,2 Years,Switzerland,G10.211,Analog,,,,,0,,,0,,,,,,,,
True Round,134600,Rado,True Round,,R27656152-318.0656.3.015,,Quartz,,27.0,,Round,Ceramic,,Sapphire Crystal,,Black,,,Ceramic,Black,,,7612819040004.0,Women,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Multi-Hand Watch,21000,Seiko,Lord,,SNT027J1,"Date, Retrograde",Quartz,,43.0,,Round,Steel,,Hardlex Crystal,,Black,,,Steel,Silver,,,4954628112071.0,Men,100,2 years,Japan,,,,,,,0,,,0,,,,,,,,
Slimline Gents Small Seconds,75500,Frederique Constant,Slimline,Slimline Gents Small Seconds,FC-245M5S6,"Date, Small Seconds",Quartz,,39.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Leather,Black,,,7688200234390.0,Men,30,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Classics Slimline Ladies Small Seconds,66000,Frederique Constant,Classics,Classics Slimline Ladies Small Seconds,FC-235M1S6,Small Seconds,Quartz,,28.6,,Round,Steel,,Sapphire Crystal,,Silver,,,Leather,Black,,,7688200204249.0,Women,30,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Centrix Diamonds,166200,Rado,Centrix,,R30930712,Date,Quartz,,28.0,,Round,Ceramic & Yellow Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Yellow Gold PVD,Black & Yellow Gold,,,7612819041612.0,Women,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Centrix Automatic Diamonds,216100,Rado,Centrix,,R30941702,Date,Automatic,,38.0,,Round,Ceramic,,Sapphire Crystal,,Black,,,Ceramic,Silver & Black,,,7612819041704.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
La Grande Classique de Longines,157000,Longines,La Grande Classique De Longines,,L4.512.4.87.6,,Quartz,L420,29.0,,Round,Steel,,Sapphire Crystal,,MOP,Stick,Diamond,Steel,Silver,,,7612356174187.0,Women,30,2 Years,Switzerland,L420,Analog,,,,On Dial,0,,16.0,0,13.0,,,ETA 282.001,,,,
Centrix,155100,Rado,Centrix,,R30527713,Date,Quartz,,38.0,,Round,Steel & Yellow Gold PVD,,Sapphire Crystal,,Black,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819043180.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Centrix Diamonds,121900,Rado,Centrix,,R30932713,Date,Quartz,,28.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Steel & Yellow Gold PVD,Silver & Yellow Gold,,,7612819043142.0,Women,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Heritage,112500,Louis Erard,Heritage,,69101AB23.BMA21,Date,Automatic,,40.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,"On Hands, Hour Markers",Grey,,Roman Numerals,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,,7630021308361.0,Men,50,3 Years,Switzerland,,,,,,,0,,20.0,0,,,,,,,,
La Grande Classique de Longines,143000,Longines,La Grande Classique De Longines,,L4.512.4.58.6,,Quartz,L420,29.0,,Round,Steel,,Sapphire Crystal,,Black,Stick,Diamond,Steel,Silver,,,7612356174200.0,Women,30,2 Years,Switzerland,L420,Analog,,,,On Dial,0,,16.0,0,13.0,,,ETA 282.001,,,,
Premier Chronograph,37000,Seiko,Premier,Quartz,SPC068P1,"Chronograph, Date, Retrograde",Quartz,,45.0,,Round,Steel,,Sapphire Crystal,,White,,,Steel & Yellow Gold PVD,Silver & Yellow Gold,,,4954628152657.0,Men,100,2 years,Japan,,,,,,,0,,,0,,,,,,,,
Manero AutoDate,296352,Carl F. Bucherer,Manero,AutoDate,00.10908.08.13.01,Date,Automatic,CFB 1965,38.0,8.75,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Silver,Dauphine,Arabic Numerals,Leather,Black,Pin Buckle,Steel,1888016622824.0,Men,30,2 years,Switzerland,CFB 1965,Analog,Approx. 42 hours,25.0,28800 bph,,0,,,0,,,,,28800.0,0.42,,
Excellence Moon Phase Chronograph,346000,Louis Erard,Noirmont,,80231AA01.BDC51,"Chronograph, Day-Date, Moon Phase, Small Seconds, Month",Automatic,ETA 7751,42.0,14.0,Round,Steel,,Sapphire Crystal,,White,,Roman Numerals,Leather,Black,Folding Buckle,Steel,7630021314232.0,Men,50,3 Years,Switzerland,ETA 7751,Analog,Approx. 48 hours,25.0,28800 bph,,0,,22.0,0,,,,,28800.0,0.48,,
Classics Quartz Chronograph,85000,Frederique Constant,Classics,Classics Quartz Chronograph,FC-292MC4P6,"Chronograph, Date, Small Seconds",Quartz,FC-292,40.0,10.19,Round,Steel,,Sapphire Crystal,,Silver,Breguet,Roman Numerals,Leather,Black,Pin Buckle,Steel,7688200238688.0,Men,60,2 Years,Switzerland,FC-292,Analog,,13.0,,,0,,22.0,0,,,,Base Ronda 5030D,,,,
Ladies Quartz Watch,19000,Seiko,Seiko Ladies,,SNT879P1,"Date, Retrograde",Quartz,,33.9,,Round,Steel,,Hardlex Crystal,,Silver,,,Steel,Silver,,,4954628151711.0,Women,50,2 years,Japan,,,,,,,0,,,0,,,,,,,,
Tissot Tradition Chronograph,48000,Tissot,T-Classic,Tissot Tradition,T063.617.36.037.00,"Chronograph, Date",Quartz,,42.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,White,,,Leather,Brown,,,7611608256619.0,Men,30,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Ladies Chronograph Watch,21000,Seiko,Seiko Ladies,,SNDY03P1,"Chronograph, Date, Small Seconds",Quartz,,37.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Steel,Silver,,,4954628151636.0,Women,100,2 years,Japan,,,,,,,0,,,0,,,,,,,,
Patravi,661500,Carl F. Bucherer,Patravi,ChronoDate,00.10624.08.13.01,"Chronograph, Date, Small Seconds",Automatic,,44.6,,Round,Steel,,Sapphire Crystal,,Silver,,,Leather,Brown,,,1888016628406.0,Men,50,2 years,Switzerland,,,,,,,0,,,0,,,,,,,,
Longines Master Collection,365000,Longines,The Longines Master Collection,,L2.773.4.78.6,"Chronograph, Day-Date, Moon Phase, Small Seconds, Month, 24 Hour Indicator",Automatic,L687,42.0,14.2,Round,Steel,See-through Case Back,Sapphire Crystal,,Silver,,Arabic Numerals,Steel,Silver,Folding Clasp,,7612356174781.0,Men,30,5 Years,Switzerland,L687,Analog,approx. 66 hours,,28800 bph,,0,,21.0,0,,,,,28800.0,0.66,,
The Original,61000,Rado,DiaStar Original,,R12391103-114.0391.3.010,Day-Date,Quartz,,35.0,,Oval,Steel,,Sapphire Crystal,,Silver,,,Steel,Silver,,,7612819000282.0,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
The Original,71200,Rado,DiaStar Original,,R12391633-114.0391.3.063,Day-Date,Quartz,,35.1,,Oval,Steel,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Silver & Yellow Gold,,,7612819000305.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
The Original Automatic,127200,Rado,DiaStar Original,,R12413193-648.0413.3.019,Day-Date,Automatic,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819023229.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
The Original Automatic,142400,Rado,DiaStar Original,,R12413314-648.0413.3.131,Day-Date,Automatic,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819023281.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Centrix,110800,Rado,Centrix,,R30554103,Date,Quartz,,38.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,,,Steel & Rose Gold PVD,Silver & Rose Gold,,,7612819045856.0,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
The Original Automatic,127200,Rado,DiaStar Original,,R12413073-648.0413.3.007,Day-Date,Automatic,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819023144.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Centrix Diamonds,166200,Rado,Centrix,,R30934712,Date,Quartz,,38.0,,Round,Steel,,Sapphire Crystal,,Black,,,Steel & Ceramic,Silver & Black,,,7612819042473.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Centrix,216100,Rado,Centrix,,R30134162,"Chronograph, Date",Quartz,,40.0,,Round,Ceramic & Yellow Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Yellow Gold PVD,Black & Yellow Gold,,,7612819046822.0,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Centrix Chronograph,205000,Rado,Centrix,,R30130152,"Chronograph, Date",Quartz,,40.0,,Round,Steel & Ceramic,,Sapphire Crystal,,Black,,,Steel & Ceramic,Silver & Black,,,7612819046815.0,Men,30,5 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Evidenza,223000,Longines,Evidenza,,L2.642.4.73.4,"Date, Small Seconds",Automatic,L615,33.1,10.5,Tonneau,Steel,,Sapphire Crystal,,Silver,Feuille,Arabic Numerals,Leather,Brown,Pin Buckle,Steel,7612356104740.0,Men,30,5 Years,Switzerland,L615,Analog,approx. 42 hours,27.0,28800 bph,,0,,18.0,0,,,,ETA 2895-2,28800.0,0.42,,
Centrix Diamonds,177300,Rado,Centrix,,R30554712,Date,Quartz,,38.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Rose Gold PVD,Black & Rose Gold,,,7612819046518.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Portofino Hand-Wound Eight Days,894000,IWC,Portofino,,IW510106,"Date, Power Reserve Indicator, Small Seconds",Manual Winding,59210,45.0,11.7,Round,Steel,See-through Case Back,Sapphire Crystal,,Blue,Leaf,Roman Numerals,Leather,Black,Pin Buckle,Steel,7640127776827.0,Men,30,2 Years + 6 years warranty extension by registering here,Switzerland,59210,Analog,approx. 192 hours,30.0,28800 bph,,0,,22.0,0,37.8,Date,,,28800.0,0.192,,
Centrix Diamonds,166200,Rado,Centrix,,R30555712,Date,Quartz,,28.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Rose Gold PVD,Black & Rose Gold,,,7612819046525.0,Women,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Classics Delight,84700,Frederique Constant,Classics,Classics Delight,FC-200WA1ER6B,,Quartz,,26.5,,Round,Steel,,Sapphire Crystal,,MOP,,,Steel,Silver,,,7688200238824.0,Women,30,2 years,Switzerland,,,,,,,0,,,0,,,,,,,,
Master Ultra Thin Perpetual Calendar,3810000,Jaeger-LeCoultre,Master Ultra Thin,,Q1302520,"Day-Date, Moon Phase, Perpetual Calendar, Month, Year",Automatic,868,39.0,9.2,Round,Rose Gold,See-through Case Back,Sapphire Crystal,,Beige,Dauphine,Stick / Dot,Leather,Brown,Pin Buckle,Rose Gold,7630007144273.0,Men,50,2 Years + 6 years warranty extension by registering here,Switzerland,868,Analog,approx. 38 hours,46.0,28800 bph,,0,,21.0,0,26.0,"Date, Day, Month, Year Indicator, Perpetual Calendar",,,28800.0,0.38,,
Chronofighter,1830000,Graham,Chronofighter,,2OVGG.B43A.K10F,"Chronograph, Date, GMT",Automatic,,47.0,,Round,Steel & Rose Gold,,Sapphire Crystal,,Black,,,Leather,Black,,,,Men,100,2 years,Switzerland,,,,,,,0,,,0,,,,,,,,
La Grande Classique de Longines,114000,Longines,La Grande Classique De Longines,,L4.512.4.11.6,,Quartz,L420,29.0,,Round,Steel,,Sapphire Crystal,,White,Stick,Roman Numerals,Steel,Silver,,,7612356173098.0,Women,30,2 years,Switzerland,L420,Analog,,,,,0,,16.0,0,13.0,,,ETA 282.001,,,,
Manufacture Classic WorldTimer,446000,Frederique Constant,Manufacture,Manufacture Classic WorldTimer,FC-718WM4H4,"Date, GMT, World Timer",Automatic,,42.0,,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,,,Leather,Brown,,,7688200241770.0,Men,30,2 Years + 6 years warranty extension by registering here,Switzerland,,,,,,,0,,,0,,,,,,,,
Sportura,34500,Seiko,Sportura,,SUN015P2,"Date, GMT",Quartz,,44.0,,Round,Steel,,Sapphire Crystal,,Black,,,Leather,Black,,,4954628167149.0,Men,100,2 years,Japan,,,,,,,0,,,0,,,,,,,,
Premier Kinetic Direct Drive,45600,Seiko,Premier,Kinetic,SRG010P1,"Annual Calendar, Chronograph, Date",Quartz,,42.0,,Round,Steel & Yellow Gold PVD,,Sapphire Crystal,,White,,,Steel & Yellow Gold PVD,Silver & Yellow Gold,,,4954628166630.0,Men,100,2 years,Japan,,,,,,,0,,,0,,,,,,,,
Classics Art Déco Oval,113500,Frederique Constant,Classics,Classics Art Déco Oval,FC-200MPW2V6B,,Quartz,,25.0,,Oval,Steel,,Sapphire Crystal,,Silver,,,Steel,Silver,,,7688200241961.0,Women,30,2 years,Switzerland,,,,,,,0,,,0,,,,,,,,
Multi-Hand Watch,25000,Seiko,Lord,,SNT044P1,Day-Date,Quartz,,42.0,,Round,Steel & Yellow Gold PVD,,Hardlex Crystal,,White,,,Steel & Yellow Gold PVD,Silver & Yellow Gold,,,4954628168740.0,Men,100,2 years,Japan,,,,,,,0,,,0,,,,,,,,
Tissot Carson Lady,38000,Tissot,T-Classic,Tissot Carson,T085.210.22.013.00,Date,Quartz,,29.5,,Round,Steel & Yellow Gold PVD,,Sapphire Crystal,,White,,,Steel & Yellow Gold PVD,Silver & Yellow Gold,,,7611608262870.0,Women,30,2 years,Switzerland,,,,,,,0,,,0,,,,,,,,
Heritage,108000,Louis Erard,Heritage,,69105AA11.BMA19,Date,Automatic,,40.0,,Round,Steel,,Sapphire Crystal,On Hands,Silver,Pencil,,Steel,Silver,Folding Clasp,,7630021324606.0,Men,50,3 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot T-Complication Squelette Mechanical,187000,Tissot,T-Classic,Tissot T-Complication,T070.405.16.411.00,,Manual Winding,,43.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Leather,Black,,,7611608263563.0,Men,50,2 years,Switzerland,,,,,,,0,,,0,,,,,,,,
The Original,92000,Rado,DiaStar Original,,R12304313,Day-Date,Quartz,,35.0,,Oval,Steel & Yellow Gold PVD,,Sapphire Crystal,,Black,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819049731.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Heritage,114000,Louis Erard,Heritage,,69105AA12.BMA19,Date,Automatic,,40.0,,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,Black,Pencil,,Steel,Silver,Folding Clasp,,7630021324620.0,Men,50,3 Years,Switzerland,,,,,,,0,,20.0,0,,,,,,,,
Classics Art Déco Oval,94500,Frederique Constant,Classics,Classics Art Déco Oval,FC-200MPW2V6,,Quartz,,25.0,,Oval,Steel,,Sapphire Crystal,,MOP,,,Satin,Black,,,7688200241947.0,Women,30,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Integral,243800,Rado,Integral,,R20204712,Date,Quartz,,31.0,,Rectangular,Ceramic & Yellow Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Yellow Gold PVD,Black & Yellow Gold,,,7612819048901.0,Men,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Pathos Queen,354564,Carl F. Bucherer,Pathos,Queen,00.10550.08.25.21,Date,Automatic,CFB 1969,26.5,9.08,Round,Steel,See-through Case Back,Sapphire Crystal,,White,,,Steel,Silver,Folding Clasp,,1888036660080.0,Women,30,2 years,Switzerland,CFB 1969,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,,28800.0,0.38,,
Manufacture Classic WorldTimer,417500,Frederique Constant,Manufacture,Manufacture Classic WorldTimer,FC-718WM4H6,Date,Automatic,,42.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Leather,Blue,,,7688200240216.0,Men,50,2 years,Switzerland,,,,,,,0,,,0,,,,,,,,
Slimline Ladies MoonPhase,113500,Frederique Constant,Slimline,Slimline Ladies MoonPhase,FC-206MPWD1S6B,Moon Phase,Quartz,,30.0,,Round,Steel,,Sapphire Crystal,,MOP,,,Steel,Silver,,,7688200243347.0,Women,30,2 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
La Grande Classique de Longines,135000,Longines,La Grande Classique De Longines,,L4.512.1.91.7,,Quartz,L420,29.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,White,Stick,Roman Numerals,Steel & Rose Gold PVD,Silver & Rose Gold,,,7612356184902.0,Women,30,2 Years,Switzerland,L420,Analog,,,,,0,,16.0,0,13.0,,,ETA 282.001,,,,
Integral,232700,Rado,Integral,,R20612712,,Quartz,,23.0,,Rectangular,Ceramic & Rose Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Rose Gold PVD,Black & Rose Gold,,,7612819048987.0,Women,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Centrix Automatic Diamonds,227100,Rado,Centrix,,R30183712,Date,Automatic,,28.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Rose Gold PVD,Black & Rose Gold,,,7612819049373.0,Women,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
The Original,92000,Rado,DiaStar Original,,R12304303,Day-Date,Quartz,,35.1,,Oval,CVD Coated Hardmetal,,Sapphire Crystal,,Champagne,,,Steel & Yellow Gold PVD,Yellow Gold,,,7612819049717.0,Unisex,30,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Tissot Tradition,39500,Tissot,T-Classic,Tissot Tradition,T063.610.22.037.00,Date,Quartz,,42.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Steel & Yellow Gold PVD,Silver & Yellow Gold,,,7611608268247.0,Men,30,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Centrix Automatic Diamonds,227100,Rado,Centrix,,R30035712,Date,Automatic,,38.0,,Round,Ceramic,,Sapphire Crystal,,Black,,,"Ceramic, Steel & Yellow Gold PVD",Black & Yellow Gold,,,7612819049397.0,Men,50,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Slimline Ladies MoonPhase,94500,Frederique Constant,Slimline,Slimline Ladies MoonPhase,FC-206MPWD1S6,Moon Phase,Quartz,,30.0,,Round,Steel,,Sapphire Crystal,,MOP,,Diamond,Leather,Blue,,,7688200243330.0,Women,30,2 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
Integral,243800,Rado,Integral,,R20207712,Date,Quartz,,31.0,,Rectangular,Ceramic & Rose Gold PVD,,Sapphire Crystal,,Black,,,Ceramic & Rose Gold PVD,Black & Rose Gold,,,7612819048925.0,Women,50,5 Years,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
